name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,make,model,model_trim,engine_cc,power_bhp,mileage_value,mileage_unit,torque_nm,torque_rpm,owner_simple,car_age,bhp_per_litre,nm_per_litre,log_selling_price,log_km_driven,log_engine_cc,log_power_bhp,log_torque_nm,flag_outlier_selling_price,flag_outlier_km_driven,flag_outlier_engine_cc,flag_outlier_power_bhp,flag_outlier_torque_nm,car_cluster
Maruti Celerio ZXI Optional AMT BSIV,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio ZXI,Celerio ZXI Optional AMT BSIV,998.0,67.04,23.1,kmpl,90.0,3500.0,First,7,67.17434869739479,90.18036072144288,13.208542908506082,9.210440366976517,6.906754778648554,4.220095767527661,4.51085950651685,0,0,0,0,0,2
Maruti Baleno Zeta Automatic,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,Maruti,Baleno Zeta,Baleno Zeta Automatic,1197.0,83.1,21.4,kmpl,115.0,4000.0,First,7,69.4235588972431,96.0735171261487,13.560619598657233,9.959300617355341,7.088408778675395,4.432006566978902,4.7535901911063645,0,0,0,0,0,2
Honda City i-DTEC ZX,2017,925000,69000,Diesel,Dealer,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0,Honda,City i-DTEC,City i-DTEC ZX,1498.0,97.9,25.6,kmpl,200.0,1750.0,First,8,65.35380507343125,133.5113484646195,13.73755009757506,11.141876276228,7.312553498102598,4.594109238628667,5.303304908059076,0,0,0,0,0,0
Maruti Swift AMT VDI,2018,790000,16000,Diesel,Dealer,Automatic,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift AMT,Swift AMT VDI,1248.0,74.0,28.4,kmpl,190.0,2000.0,First,7,59.294871794871796,152.24358974358975,13.579789490265188,9.680406499268875,7.130098510125578,4.31748811353631,5.25227342804663,0,0,0,0,0,0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1789999,36000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0,Toyota,Innova Crysta,Innova Crysta 2.4 VX MT 8S BSIV,2393.0,147.8,13.68,kmpl,343.0,2100.0,First,8,61.76347680735479,143.3347262849979,14.397726177816939,10.491301994830229,7.780720886117918,5.002603122398992,5.840641657373398,1,0,1,0,0,3
Maruti Baleno Delta,2017,620000,37000,Petrol,Dealer,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Baleno Delta,Baleno Delta,1197.0,81.8,21.01,kmpl,113.0,4200.0,First,8,68.33751044277359,94.40267335004177,13.3374763699232,10.518700218288165,7.088408778675395,4.416428061391214,4.736198448394496,0,0,0,0,0,2
Maruti Celerio VDi,2016,375000,61173,Diesel,Dealer,Manual,First Owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm,5.0,Maruti,Celerio VDi,Celerio VDi,796.0,47.0,27.62,kmpl,125.0,2000.0,First,9,59.04522613065326,157.03517587939697,12.834683971615659,11.021477541630475,6.680854678790215,3.871201010907891,4.836281906951478,0,0,0,0,0,0
Maruti Swift VDI BSIV W ABS,2016,595000,77321,Diesel,Dealer,Manual,First Owner,,,,,,Maruti,Swift VDI,Swift VDI BSIV W ABS,,,,unknown,,,First,9,,,13.296318365198623,11.255733799516447,,,,0,0,0,0,0,0
Audi A4 35 TDI Premium Plus,2016,2450000,30000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,400Nm@ 1750-3000rpm,5.0,Audi,A4 35,A4 35 TDI Premium Plus,1968.0,187.74,18.25,kmpl,400.0,2375.0,First,9,95.39634146341464,203.2520325203252,14.711598990684092,10.308985993422082,7.585281078639126,5.240370406593187,5.993961427306569,1,0,0,1,1,3
Mahindra XUV500 W8 2WD,2014,850000,75000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500 W8,XUV500 W8 2WD,2179.0,140.0,15.1,kmpl,330.0,2200.0,First,11,64.24965580541533,151.44561725562187,13.652992804936396,11.225256725762893,7.687080155783135,4.948759890378168,5.802118375377063,0,0,1,0,0,3
Maruti Baleno Alpha CVT,2017,750000,51000,Petrol,Dealer,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Baleno Alpha,Baleno Alpha CVT,1197.0,81.8,19.56,kmpl,113.0,4200.0,First,8,68.33751044277359,94.40267335004177,13.527829818844937,10.839600519357369,7.088408778675395,4.416428061391214,4.736198448394496,0,0,0,0,0,2
Maruti Baleno Alpha,2018,775000,17000,Petrol,Dealer,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Baleno Alpha,Baleno Alpha,1197.0,81.8,21.01,kmpl,113.0,4200.0,First,7,68.33751044277359,94.40267335004177,13.560619598657233,9.741027444837728,7.088408778675395,4.416428061391214,4.736198448394496,0,0,0,0,0,2
Maruti Swift Vdi BSIII,2008,260000,100000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Vdi,Swift Vdi BSIII,1248.0,75.0,17.8,kmpl,190.0,2000.0,Second,17,60.09615384615385,152.24358974358975,12.468440756144114,11.51293546492023,7.130098510125578,4.330733340286331,5.25227342804663,0,0,0,0,0,0
Audi A6 2.0 TDI Premium Plus,2013,2000000,35000,Diesel,Individual,Automatic,Second Owner,17.68 kmpl,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5.0,Audi,A6 2.0,A6 2.0 TDI Premium Plus,1968.0,174.33,17.68,kmpl,380.0,2125.0,Second,12,88.58231707317074,193.08943089430895,14.508658238524095,10.463131911491967,7.585281078639126,5.166669912482037,5.942799375126701,1,0,0,1,1,3
Mahindra XUV500 AT W10 AWD,2016,1300000,91567,Diesel,Individual,Automatic,Third Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500 AT,XUV500 AT W10 AWD,2179.0,140.0,16.0,kmpl,330.0,2200.0,Third+,9,64.24965580541533,151.44561725562187,14.077875591662238,11.424837144648883,7.687080155783135,4.948759890378168,5.802118375377063,0,0,1,0,0,3
Maruti Celerio VXI,2017,380000,50000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,Maruti,Celerio VXI,Celerio VXI,998.0,67.04,23.1,kmpl,90.0,3500.0,First,8,67.17434869739479,90.18036072144288,12.847929163278053,10.819798284210286,6.906754778648554,4.220095767527661,4.51085950651685,0,0,0,0,0,2
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,480000,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Grand i10,Grand i10 1.2 Kappa Sportz Option,1197.0,81.86,18.9,kmpl,113.75,4000.0,First,8,68.38763575605681,95.02923976608187,13.081543466215237,11.002116507732017,7.088408778675395,4.417152436649256,4.7427558489406545,0,0,0,0,0,2
Hyundai Verna 1.4 VTVT,2014,500000,33400,Petrol,Individual,Manual,First Owner,17.43 kmpl,1396 CC,105.5 bhp,135.3Nm@ 5000rpm,5.0,Hyundai,Verna 1.4,Verna 1.4 VTVT,1396.0,105.5,17.43,kmpl,135.3,5000.0,First,11,75.5730659025788,96.91977077363899,13.122365377402328,10.416341118636355,7.242082359256962,4.66814498514948,4.914858338702487,0,0,0,0,0,2
Maruti Swift LXI Optional-O,2015,420000,36000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift LXI,Swift LXI Optional-O,1197.0,83.11,20.4,kmpl,113.0,4200.0,First,10,69.43191311612364,94.40267335004177,12.948012371209098,10.491301994830229,7.088408778675395,4.432125465974346,4.736198448394496,0,0,0,0,0,2
Ford Figo Diesel ZXI,2011,130000,180000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,Ford,Figo Diesel,Figo Diesel ZXI,1399.0,68.0,20.0,kmpl,160.0,2000.0,Second,14,48.60614724803431,114.3674052894925,11.775297421715827,12.100717685412471,7.24422751560335,4.23410650459726,5.081404364984463,0,0,0,0,0,1
Maruti Alto LX BSIII,2007,120000,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,Maruti,Alto LX,Alto LX BSIII,796.0,46.3,19.7,kmpl,62.0,3000.0,Second,18,58.16582914572864,77.8894472361809,11.695255355062795,11.695255355062795,6.680854678790215,3.856510295497887,4.143134726391533,0,0,0,0,0,1
Maruti Swift Dzire AMT ZDI,2017,700000,80000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire AMT ZDI,1248.0,74.02,28.4,kmpl,190.0,2000.0,First,8,59.31089743589743,152.24358974358975,13.45883704259595,11.289794413577894,7.130098510125578,4.317754744653741,5.25227342804663,0,0,0,0,0,0
Maruti Swift Dzire LDI,2018,550000,120000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Dzire,Swift Dzire LDI,1248.0,74.02,28.4,kmpl,190.0,2000.0,First,7,59.31089743589743,152.24358974358975,13.217675375388819,11.695255355062795,7.130098510125578,4.317754744653741,5.25227342804663,0,0,0,0,0,0
Tata Indigo CS LX (TDI) BS-III,2014,190000,110000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,Tata,Indigo CS,Indigo CS LX (TDI) BS-III,1405.0,69.01,19.09,kmpl,135.0,2500.0,Second,11,49.11743772241993,96.08540925266904,12.154784614286667,11.608244735642321,7.2485040723706105,4.248638088989106,4.912654885736052,0,0,0,0,0,1
Toyota Etios Liva 1.4 VD,2018,665000,70000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,Toyota,Etios Liva,Etios Liva 1.4 VD,1364.0,67.04,23.59,kmpl,170.0,2100.0,First,7,49.14956011730205,124.63343108504398,13.407543823396258,11.156264806643742,7.21890970761906,4.220095767527661,5.14166355650266,0,0,0,0,0,0
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,340000,92686,Diesel,Dealer,Manual,Second Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0,Hyundai,i20 Magna,i20 Magna 1.4 CRDi (Diesel),1396.0,88.76,21.9,kmpl,219.6,2125.0,Second,13,63.581661891117484,157.30659025787966,12.73670383776449,11.43698350439507,7.242082359256962,4.497139441774387,5.396351106819402,0,0,0,0,0,0
Hyundai Sonata 2.0L CRDi MT,2009,330000,180000,Diesel,Individual,Manual,First Owner,13.6 kmpl,1991 CC,142 bhp,"33@ 2,000-2,680(kgm@ rpm)",5.0,Hyundai,Sonata 2.0L,Sonata 2.0L CRDi MT,1991.0,142.0,13.6,kmpl,323.61945,,First,16,71.32094424912104,162.54116022099444,12.706850963741102,12.100717685412471,7.596894438144544,4.962844630259907,5.782653573186782,0,0,0,0,0,3
Tata Manza Club Class Quadrajet90 LX,2012,270000,80000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0,Tata,Manza Club,Manza Club Class Quadrajet90 LX,1248.0,88.76,21.02,kmpl,200.0,2375.0,First,13,71.12179487179488,160.25641025641025,12.506180941677357,11.289794413577894,7.130098510125578,4.497139441774387,5.303304908059076,0,0,0,0,0,0
Mahindra XUV500 AT W8 FWD,2015,1044999,70000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500 AT,XUV500 AT W8 FWD,2179.0,140.0,16.0,kmpl,330.0,2200.0,First,10,64.24965580541533,151.44561725562187,13.85952744338105,11.156264806643742,7.687080155783135,4.948759890378168,5.802118375377063,0,0,1,0,0,3
Maruti Swift Ldi BSIV,2009,279000,117000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,Maruti,Swift Ldi,Swift Ldi BSIV,1248.0,75.0,17.8,kmpl,190.0,2000.0,First,16,60.09615384615385,152.24358974358975,12.53897064502647,11.669937760751914,7.130098510125578,4.330733340286331,5.25227342804663,0,0,0,0,0,0
Skoda Octavia L and K 1.9 TDI (MT),2007,250000,100000,Diesel,Individual,Manual,Second Owner,16.6 kmpl,1896 CC,122.4 bhp,"21.4@ 1,900(kgm@ rpm)",5.0,Skoda,Octavia L,Octavia L and K 1.9 TDI (MT),1896.0,122.4,16.6,kmpl,209.86230999999998,,Second,18,64.55696202531647,110.6868723628692,12.429220196836383,11.51293546492023,7.5480289699350145,4.8154311114712876,5.351205361224905,0,0,0,0,0,0
Hyundai Verna 1.6 SX VTVT AT,2012,475000,83000,Petrol,Individual,Automatic,First Owner,15.74 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,Hyundai,Verna 1.6,Verna 1.6 SX VTVT AT,1591.0,121.3,15.74,kmpl,154.9,4200.0,First,13,76.24135763670647,97.36015084852295,13.07107218827772,11.326607934898927,7.3727463664043285,4.8064770426931265,5.049214776063731,0,0,0,0,0,2
Chevrolet Cruze LTZ AT,2016,750000,67600,Diesel,Individual,Automatic,First Owner,14.81 kmpl,1998 CC,163.7 bhp,360Nm@ 2000rpm,5.0,Chevrolet,Cruze LTZ,Cruze LTZ AT,1998.0,163.7,14.81,kmpl,360.0,2000.0,First,9,81.93193193193193,180.18018018018017,13.527829818844937,11.121378054821049,7.6004023345004,5.104125637183595,5.8888779583328805,0,0,0,1,1,3
Mitsubishi Pajero Sport Anniversary Edition,2015,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2477 CC,178 bhp,400Nm@ 2000-2500rpm,7.0,Mitsubishi,Pajero Sport,Pajero Sport Anniversary Edition,2477.0,178.0,13.5,kmpl,400.0,2250.0,Second,10,71.86112232539362,161.48566814695198,14.038654909278163,11.982935344196433,7.815207062189088,5.187385805840755,5.993961427306569,0,0,1,1,1,3
Honda Amaze VX i-DTEC,2013,445000,100000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,Honda,Amaze VX,Amaze VX i-DTEC,1498.0,98.6,25.8,kmpl,200.0,1750.0,First,12,65.82109479305741,133.5113484646195,13.005831808336863,11.51293546492023,7.312553498102598,4.601162164590552,5.303304908059076,0,0,0,0,0,0
Volkswagen Jetta 2.0 TDI Comfortline,2010,400000,100000,Diesel,Individual,Manual,First Owner,15.0 kmpl,1896 CC,105 bhp,"25.5@ 1,900(kgm@ rpm)",5.0,Volkswagen,Jetta 2.0,Jetta 2.0 TDI Comfortline,1896.0,105.0,15.0,kmpl,250.069575,,First,15,55.37974683544304,131.89323575949368,12.899222326086994,11.51293546492023,7.5480289699350145,4.663439094112067,5.525730091956451,0,0,0,0,0,0
Hyundai i20 1.4 CRDi Era,2010,350000,90000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,Hyundai,i20 1.4,i20 1.4 CRDi Era,1396.0,90.0,23.0,kmpl,219.66895999999997,2250.0,Second,15,64.46991404011462,157.35598853868194,12.765691290604371,11.407576060361786,7.242082359256962,4.51085950651685,5.396663659964139,0,0,0,0,0,0
Skoda Rapid Ultima 1.6 TDI Elegance,2012,295000,140000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5.0,Skoda,Rapid Ultima,Rapid Ultima 1.6 TDI Elegance,1598.0,103.5,20.5,kmpl,250.0,2000.0,First,13,64.76846057571964,156.44555694618273,12.59473402514672,11.849404844423074,7.377133712833954,4.6491870714048655,5.5254529391317835,0,0,0,0,0,0
Maruti Swift Dzire VXI 1.2,2018,600000,25000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift Dzire,Swift Dzire VXI 1.2,1197.0,81.8,21.21,kmpl,113.0,4200.0,First,7,68.33751044277359,94.40267335004177,13.304686600863562,10.12667110305036,7.088408778675395,4.416428061391214,4.736198448394496,0,0,0,0,0,2
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1650000,20000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0,Toyota,Innova Crysta,Innova Crysta 2.4 GX MT 8S BSIV,2393.0,147.8,13.68,kmpl,343.0,2100.0,First,7,61.76347680735479,143.3347262849979,14.316286451937186,9.90353755128617,7.780720886117918,5.002603122398992,5.840641657373398,1,0,1,0,0,3
Maruti 800 AC,2012,100000,30000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,Maruti,800 AC,800 AC,796.0,37.0,16.1,kmpl,59.0,2500.0,First,13,46.482412060301506,74.12060301507537,11.51293546492023,10.308985993422082,6.680854678790215,3.6375861597263857,4.0943445622221,0,0,0,0,0,1
Ford Aspire Trend Plus,2018,690000,13000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm,5.0,Ford,Aspire Trend,Aspire Trend Plus,1194.0,94.93,20.4,kmpl,120.0,4250.0,First,7,79.50586264656617,100.50251256281408,13.444448325847754,9.472781556562168,7.085901464365611,4.563618758829857,4.795790545596741,0,0,0,0,0,2
Hyundai i20 1.2 Asta,2018,710000,42000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,Hyundai,i20 1.2,i20 1.2 Asta,1197.0,81.83,18.6,kmpl,114.7,4000.0,First,7,68.3625730994152,95.82289055973266,13.47302165746721,10.645448706505872,7.088408778675395,4.416790314610172,4.751000634199631,0,0,0,0,0,2
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0,Hyundai,EON 1.0,EON 1.0 Kappa Magna Plus Optional,998.0,68.05,20.3,kmpl,94.14,3500.0,Second,7,68.18637274549098,94.32865731462925,12.765691290604371,9.210440366976517,6.906754778648554,4.234830879855301,4.555349491004136,0,0,0,0,0,2
Maruti Alto K10 2010-2014 VXI,2012,220000,13000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,Maruti,Alto K10,Alto K10 2010-2014 VXI,998.0,67.1,20.92,kmpl,90.0,3500.0,First,13,67.23446893787575,90.18036072144288,12.301387370778713,9.472781556562168,6.906754778648554,4.220977213155467,4.51085950651685,0,0,0,0,0,2
Renault Triber RXZ BSIV,2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7.0,Renault,Triber RXZ,Triber RXZ BSIV,999.0,72.0,20.0,kmpl,96.0,3500.0,First,6,72.07207207207207,96.09609609609609,13.45883704259595,8.77971129020447,6.907755278982137,4.290459441148391,4.574710978503383,0,0,0,0,0,2
Hyundai EON Magna Plus,2013,198000,49500,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,Hyundai,EON Magna,EON Magna Plus,814.0,55.2,21.1,kmpl,74.5,4000.0,Second,12,67.81326781326783,91.52334152334153,12.19602736016897,10.809748150372926,6.703188113240863,4.028916756899646,4.324132656254979,0,0,0,0,0,2
Hyundai i20 1.4 CRDi Sportz,2011,350000,50000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,Hyundai,i20 1.4,i20 1.4 CRDi Sportz,1396.0,90.0,23.0,kmpl,219.66895999999997,2250.0,First,14,64.46991404011462,157.35598853868194,12.765691290604371,10.819798284210286,7.242082359256962,4.51085950651685,5.396663659964139,0,0,0,0,0,0
Tata Indigo CR4,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0,Tata,Indigo CR4,Indigo CR4,1396.0,70.0,23.57,kmpl,140.0,2400.0,Second,14,50.1432664756447,100.2865329512894,12.25486757159303,12.07254696717504,7.242082359256962,4.2626798770413155,4.948759890378168,0,0,0,0,0,1
Tata Indigo eCS LX BSIV,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,Tata,Indigo eCS,Indigo eCS LX BSIV,1396.0,69.0,23.03,kmpl,140.0,2400.0,Second,14,49.42693409742121,100.2865329512894,12.25486757159303,12.07254696717504,7.242082359256962,4.248495242049359,4.948759890378168,0,0,0,0,0,1
Hyundai Accent Gvs,2003,70000,120000,Petrol,Individual,Manual,Third Owner,,,,,,Hyundai,Accent Gvs,Accent Gvs,,,,unknown,,,Third+,22,,,11.156264806643742,11.695255355062795,,,,0,0,0,0,0,1
Maruti Ritz ZDi,2014,375000,110000,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,Maruti,Ritz ZDi,Ritz ZDi,1248.0,73.94,23.2,kmpl,190.0,2000.0,Third+,11,59.24679487179487,152.24358974358975,12.834683971615659,11.608244735642321,7.130098510125578,4.316687793365541,5.25227342804663,0,0,0,0,0,0
Maruti Swift Dzire VXi,2012,380000,112048,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,Maruti,Swift Dzire,Swift Dzire VXi,1298.0,85.8,17.5,kmpl,114.0,4000.0,Second,13,66.10169491525423,87.82742681047766,12.847929163278053,11.626691554602012,7.1693500166706,4.463606621666305,4.74493212836325,0,0,0,0,0,1
Honda City 1.5 S MT,2010,360000,98000,Petrol,Individual,Manual,Third Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,Honda,City 1.5,City 1.5 S MT,1497.0,118.0,17.0,kmpl,146.0,4800.0,Third+,15,78.82431529726118,97.52839011356045,12.793862088206213,11.49273296168228,7.311886164077165,4.77912349311153,4.990432586778736,0,0,0,0,0,1
Mahindra XUV500 W6 2WD,2015,944999,41000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500 W6,XUV500 W6 2WD,2179.0,140.0,15.1,kmpl,330.0,2200.0,First,10,64.24965580541533,151.44561725562187,13.758940206475879,10.62135173563291,7.687080155783135,4.948759890378168,5.802118375377063,0,0,1,0,0,3
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,620000,120000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,,Chevrolet,Tavera Neo,Tavera Neo 3 LS 10 Seats BSIII,2499.0,72.4,13.58,kmpl,171.0,1800.0,First,9,28.971588635454182,68.42737094837935,13.3374763699232,11.695255355062795,7.824046010856292,4.29592393562047,5.147494476813453,0,0,1,0,0,4
Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5.0,Toyota,Platinum Etios,Platinum Etios 1.4 GXD,1364.0,67.05,23.59,kmpl,170.0,2100.0,First,7,49.156891495601165,124.63343108504398,13.567050480716235,11.661354090741,7.21890970761906,4.220242729097475,5.14166355650266,0,0,0,0,0,0
Maruti Swift LXI,2020,445000,4000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,Maruti,Swift LXI,Swift LXI,1197.0,81.8,21.21,kmpl,113.0,4200.0,First,5,68.33751044277359,94.40267335004177,13.005831808336863,8.294299608857235,7.088408778675395,4.416428061391214,4.736198448394496,0,0,0,0,0,2
Hyundai Xcent 1.2 VTVT S AT,2018,575000,15000,Petrol,Individual,Automatic,First Owner,17.36 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,Hyundai,Xcent 1.2,Xcent 1.2 VTVT S AT,1197.0,81.86,17.36,kmpl,113.75,4000.0,First,7,68.38763575605681,95.02923976608187,13.26212705890841,9.61587214452889,7.088408778675395,4.417152436649256,4.7427558489406545,0,0,0,0,0,2
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,Maruti,S-Cross 2017-2020,S-Cross 2017-2020 Delta DDiS 200 SH,1248.0,88.5,25.1,kmpl,200.0,1750.0,First,7,70.91346153846153,160.25641025641025,13.790193775620484,8.517393171418904,7.130098510125578,4.4942386252808095,5.303304908059076,0,0,0,0,0,0
Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,4000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,83.83 bhp,114Nm@ 3500rpm,5.0,Tata,Tiago 2019-2020,Tiago 2019-2020 XZ Plus Dual Tone,1199.0,83.83,23.84,kmpl,114.0,3500.0,First,6,69.91659716430358,95.07923269391159,13.017005083966255,8.294299608857235,7.090076835776092,4.440649253819643,4.74493212836325,0,0,0,0,0,2
Maruti Swift 1.3 VXi,2009,198000,91000,Petrol,Individual,Manual,Second Owner,,,,,,Maruti,Swift 1.3,Swift 1.3 VXi,,,,unknown,,,Second,16,,,12.19602736016897,11.418625774449596,,,,0,0,0,0,0,1
Ford Figo 1.5D Trend MT,2017,495000,56000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,Ford,Figo 1.5D,Figo 1.5D Trend MT,1498.0,99.0,25.83,kmpl,215.0,2375.0,First,8,66.08811748998664,143.52469959946595,13.112315061750808,10.933124826700707,7.312553498102598,4.605170185988092,5.375278407684165,0,0,0,0,0,0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,830000,215000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7.0,Toyota,Innova 2.5,Innova 2.5 G (Diesel) 7 Seater,2494.0,100.0,12.99,kmpl,200.0,2400.0,First,12,40.09623095429029,80.19246190858058,13.629182184591333,12.278397958261774,7.822044008185619,4.61512051684126,5.303304908059076,0,1,1,0,0,4
Mahindra XUV500 W6 2WD,2012,800000,40000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,Mahindra,XUV500 W6,XUV500 W6 2WD,2179.0,140.0,15.1,kmpl,330.0,2200.0,First,13,64.24965580541533,151.44561725562187,13.592368256649284,10.596659732783579,7.687080155783135,4.948759890378168,5.802118375377063,0,0,1,0,0,3
Maruti Swift VDI BSIV W ABS,2010,300000,70000,Diesel,Individual,Manual,Third Owner,,,,,,Maruti,Swift VDI,Swift VDI BSIV W ABS,,,,unknown,,,Third+,15,,,12.611541086966115,11.156264806643742,,,,0,0,0,0,0,1
